"すずき,鈴木","かまだ,鎌田","たかとり,高取","くましろ,神代","ひろいけ,広池","なかつぼ,中坪","やまかど,山門","のぶとう,延藤","くつな,沓名","ふじさか,藤坂","うたまる,歌丸","こはなわ,小華和","でざわ,出沢","まつかた,松形","あつぼ,厚母","いむら,猪村","おかだや,岡田屋","かねま,兼間","くさかみ,草上","これむら,是村","しなと,階戸","そたに,祖谷","ちばた,千畑","なおばやし,直林","はさだ,羽佐田","ふじわ,藤輪","みさご,三砂","やずみ,矢住"
"そえじま,副島","みぞぶち,溝淵","ほりいけ,堀池","さかいの,境野","しらす,白須","ふじつ,藤津","とぐち,渡久地","かみちか,神近","はすえ,蓮江","いふじ,井藤","くわ,久和","ちなみ,千波","ほうむら,法村","あさだ,阿佐田","いぬふし,犬伏","おおつま,大妻","かどう,加銅","きよつき,清月","このみ,このみ","しきみ,式見","せり,瀬利","ちゅうだ,忠田","とよもと,豊元","のぶよし,延吉","ふくま,福満","まるせ,丸瀬","やえ,八戸",
"たにかわ,谷川","みの,三野","ほりき,堀木","さかうち,坂内","しらた,白田","ふじつか,藤塚","とぐり,戸栗","かみぬま,神沼","はすお,蓮生","いぶき,伊夫伎","くわい,桑井","ちひろ,千尋","ほうむら,法邑","あさと,亜砂都","いぬまき,狗巻","おおつや,大津谷","かどう,河童","きよつくり,清造","このみ,木乃美","しきみ,食見","せり,善利","ちゅうとう,中当","とよよし,豊吉","のへじ,野辺地","ふくまき,服巻","まるせ,丸勢","やえ,八重",
"たぶち,田淵","もろはし,諸橋","ほりごめ,堀米","さかえ,栄","しらと,白戸","ふじと,藤戸","とこう,都甲","かみの,紙野","はすだ,蓮田","いぶき,井吹","くわお,桑尾","ちや,千谷","ほうらい,宝来","あさと,朝戸","いね,稲","おおてる,大輝","かどう,荷堂","きよと,喜代門","このみや,伊宮","しきもり,飾森","せりかわ,芹河","ちゅうまん,中万","とらい,虎居","のべおか,延岡","ふくます,福増","まるた,円田","やえぐち,八重口",
"ながしま,永島","もんでん,門田","ましこ,増子","さかきだ,榊田","しらやなぎ,白柳","ふじなか,藤中","ところ,野老","かみばやし,上林","はすみ,蓮実","いぶり,飯降","くわた,鍬田","ちよくら,千代倉","ほうり,宝利","あさどり,麻鳥","いねじま,稲島","おおとし,大利","かどおか,門岡","きよと,清登","こはぐら,古波蔵","しきや,志喜屋","せりぐち,芹口","ちゅうもん,中門","とらいし,虎石","のべおか,伸岡","ふくまる,福丸","まるたけ,丸竹","やえしま,八重島",
"ながぬま,長沼","もんま,門馬","ますたに,増谷","さきた,崎田","しろがね,白銀","ふじまき,藤牧","としおか,利岡","かみもり,神森","はすむら,蓮村","いま,今","くわたか,桑高","ちよのぶ,千代延","ほおのき,朴木","あさな,浅名","いねだ,稲田","おおとね,大利根","かどかみ,角上","きよと,清都","こはせ,小長谷","しぎ,志儀","せりまち,瀬理町","ちょ,趙","とらいち,寅市","のべざわ,延沢","ふくまん,福万","まるてい,丸亭","やえじま,八重島",
"やすだ,保田","やしま,八島","ますもと,升本","ささざわ,笹沢","しろたに,城谷","ふじみ,藤見","としま,戸嶋","かみや,加宮","はすもと,蓮本","いまがみ,今上","くわばた,桑畑","ちわ,千輪","ほかお,外尾","あさなぎ,朝凪","いねなが,稲永","おおとひら,大戸平","かどかみ,門上","きよとき,清時","こはつ,古波津","しぎ,信貴","せるでん,セルデン","ちょっと,一寸","とらさわ,虎沢","のべとき,延時","ふくみ,副見","まるなか,円中","やえす,八重州",
"やなぎや,柳家","やはた,八幡","ますもと,桝本","さしだ,指田","しわく,塩飽","ふたくち,二口","とちもと,栃本","かみやま,加美山","はせみ,長谷見","いまきいれ,今給黎","ぐしま,具島","ちんだ,珍田","ほかり,保苅","あさなべ,朝鍋","いねや,稲屋","おおとら,大虎","かどき,門木","きよなか,清中","こはな,小花","しぎや,鴫谷","せるびぃおかもと,セルビィ岡本","ちょう,丁","とらしま,虎島","のべはら,延原","ふくみ,福味","まるにし,丸西","やえの,八重野",
"あきば,秋葉","やひろ,八尋","またの,俣野","さど,佐渡","しんぼ,真保","ふるい,古居","とねだち,刀禰館","かみりょう,上領","はた,幡","いまぐち,今口","ぐん,群","つあき,津秋","ほかり,穂刈","あさなみ,朝波","いのい,家井","おおとり,大取","かどくま,角熊","きよなが,喜代永","こはなわ,小塙","しくない,志久内","せれい,世礼","ちょう,朝","とらた,虎田","のぼり,登里","ふくみつ,福満","まるね,丸根","やえむら,八重村",
"いっしき,一色","ゆのき,柚木","まつひさ,松久","さわら,佐原","じょうこう,上甲","ふるたち,古舘","との,戸野","かむら,加村","はたざわ,畑沢","いまさき,今崎","ぐんじ,群司","ついき,築城","ほけつ,法華津","あさなり,浅成","いのいえ,猪家","おおとり,大捕","かどぐち,門口","きよのさと,清の里","こはま,湖浜","しくま,志熊","せわき,瀬脇","ちょうえい,長栄","とらだ,乕田","のぼり,野堀","ふくもち,福持","まるのうち,丸ノ内","やお,八百",
"いなむら,稲村","よこくら,横倉","まなか,間中","さんとう,山東","じびき,地引","ふるだて,古館","とのうち,登内","かめぶち,亀淵","はたした,畑下","いまぞの,今園","けい,桂","ついじ,築地","ほこのはら,鉾之原","あさにし,浅西","いのいち,井一","おおとり,鵬","かどさか,門坂","きよのなだ,清乃洋","こはやかわ,小早川","しくわ,宿輪","せんおうし,泉王子","ちょうかい,鳥海","とらばやし,虎林","のぼりかわ,登川","ふくもと,復本","まるのうち,丸野内","やおいちょう,矢追町",
"いまがわ,今川","あさおか,浅岡","まるや,丸谷","しょうきょくさい,松旭斎","じんざい,神西","ふるむら,古村","とのざき,外崎","かも,賀茂","はたの,旗野","いまたか,今鷹","けいの,慶野","つえ,津江","ほしざわ,星沢","あさねぼう,朝寝坊","いのうえ,いのうえ","おおど,大音","かどさき,門崎","きよはら,聖原","こはやがわ,小早川","しぐま,志熊","せんおうてい,仙翁亭","ちょうが,長賀","とりゅう,鳥生","のぼりざか,登坂","ふくもり,福守","まるは,丸芳","やおさか,八百坂",
"おおわだ,大和田","あしかが,足利","まるやま,円山","しおじま,塩島","じんのうち,陣内","へしき,平敷","とびなが,飛永","かも,鴨","はたやま,畠山","いまち,井町","けがさわ,気賀沢","つかぐち,塚口","ほしたに,星谷","あさはた,麻畠","いのうえ,井ノ上","おおど,大戸","かどさき,門前","きよばやし,清林","こはる,小春","しぐれてい,しぐれ亭","せんか,千賀","ちょうき,長木","とりいこうじ,鳥居小路","のぼりばやし,登林","ふくや,福谷","まるばし,丸橋","やおた,矢尾田",
"きただ,北田","いしまつ,石松","まんだい,万代","しおのや,塩野谷","すえいし,末石","べっく,別宮","とびまつ,飛松","かもの,鴨野","はちまん,八幡","いまとう,今任","けど,毛戸","つかだ,束田","ほしで,星出","あさはら,朝原","いのうち,井ノ内","おおどい,大土井","かどさわ,廉沢","きよひろ,清弘","こば,古庭","しけ,四家","せんかい,泉海","ちょうきゅう,長久","とりうみ,とりうみ","のま,野満","ふくやす,福安","まるひら,丸平","やおの,八百野",
"くすもと,楠本","いせき,井関","みくも,三雲","しおみ,汐見","すぎなか,杉中","ほしい,星井","とみ,富","かや,賀谷","はちもり,八森","いまばし,今橋","けまない,毛馬内","つかはら,束原","ほしはら,星原","あさば,浅場","いのうら,井浦","おおどう,大堂","かどしま,角島","きよべ,清部","こば,古葉","しげい,繁井","せんかわ,千川","ちょうきゅうじ,長久寺","とりおか,鳥岡","のまき,野牧","ふくよ,福世","まるふじ,丸藤","やか,屋嘉",
"くまの,熊野","いちの,市野","みさき,岬","しぎょう,執行","すぎもと,杉元","ほしな,星名","とみいえ,富家","かよう,加用","はつい,初井","いままつ,今松","けむりやま,煙山","つかべ,塚部","ほせ,保瀬","あさば,麻場","いのうら,猪浦","おおなみ,大南","かどた,門多","きよまつ,清松","こばえ,小八重","しげいえ,重家","せんが,仙賀","ちょうごう,長郷","とりかい,鳥海","のまさ,野正","ふくりゅうだけ,福龍岳","まるほ,丸保","やかた,やかた",
"くらはし,倉橋","うえにし,上西","みずかわ,水川","しぎはら,鴫原","すげ,菅","ほしの,星埜","とみえ,冨江","からかわ,辛川","はつだ,初田","いまもり,今森","けら,解良","つかやま,塚山","ほそかい,細貝","あさひ,朝輝","いのおか,井岡","おおなみ,大並","かどた,廉田","きよみ,喜代美","こばくら,古波蔵","しげいし,重石","せんがい,栴崖","ちょうし,調枝","とりかた,鳥潟","のまた,野俣","ふくわ,福羽","まるほとら,マルホトラ","やかび,屋嘉比",
"しば,芝","うめき,梅木","みつだ,光田","しちだ,七田","すさ,須佐","ほしみや,星宮","とみき,富木","からきだ,唐木田","はとう,羽藤","いみ,伊美","けんの,見野","つきい,月井","ほそくぼ,細窪","あさひ,朝陽","いのかみ,井之神","おおなみ,大浪","かどたみ,門田見","きよみ,清海","こばざめ,古波鮫","しげお,繁尾","せんがんえん,千貫園","ちょうし,銚子","とりがい,鳥養","のまもと,野間元","ふけ,冨家","まるやす,丸安","やかべ,矢ケ部",
"じょう,城","うらべ,占部","みつもり,三森","しばがき,柴垣","すざわ,須沢","ほしや,星谷","とみしま,富島","かりがね,雁金","はとがい,鳩貝","いみ,井美","けんもち,劔持","つきお,月尾","ほそさこ,細迫","あさひおか,旭岡","いのかわ,井ノ川","おおなみ,涛","かどの,加戸野","きよみ,清見","こばし,巨橋","しげおか,繁岡","せんけ,千家","ちょうしゅう,長州","とりがみ,鳥髪","のみ,乃美","ふけ,浮池","まるやま,まるやま","やかべ,矢壁",
"せきや,関谷","うらべ,卜部","みねむら,峯村","しばたに,柴谷","すじゃく,朱雀","ほらぐち,洞口","とむろ,戸室","かりや,仮屋","はどり,羽鳥","いみず,射水","けんり,見理","つきした,月下","ほそのめ,細目","あさひが,朝比賀","いのき,位野木","おおなめ,大行","かどの,角埜","きよむら,慶世村","こばし,古橋","しげかね,重兼","せんこう,閃光","ちょうじゃはら,長者原","とりき,鳥木","のみやま,許山","ふけ,泓","まろ,麿","やかめ,八亀",
"たさか,田坂","うらやま,浦山","みやき,宮木","しも,志茂","すすき,薄","ほりおか,堀岡","とめおか,留岡","かるべ,加留部","はなかわ,花川","いもかわ,妹川","げん,元","つきぞえ,築添","ほそぶち,細淵","あさひくに,旭国","いのくち,いのくち","おおにし,おおにし","かどの,葛野","きよもと,清源","こばしかわ,小橋川","しげかね,茂兼","せんごく,千斛","ちょうじえん,丁子園","とりくら,鳥倉","のみやま,呑山","ふげんじ,普賢寺","まろい,まろい","やかめ,矢亀",
"たざわ,田沢","おおがき,大垣","みやこし,宮腰","しんじ,宍道","すずき,鐸木","ほりばた,堀端","ともくに,友国","かろうじ,唐牛","はなさき,花崎","いもと,伊本","げん,弦","つきたり,月足","ほそみ,細美","あさひけん,朝日軒","いのくち,猪ノ口","おおぬき,太貫","かどの,廉野","きら,綺羅","こばた,古場田","しげかわ,重川","せんざ,仙座","ちょうそかべ,長宗我部","とりげ,鳥毛","のみやま,野美山","ふご,普後","まんい,万井","やがい,谷開",
"たまき,玉置","おおぐし,大串","みやま,三山","しんば,榛葉","すなが,須長","ほんいでん,本位田","ともすぎ,友杉","かわえ,川江","はなぞの,華園","いもり,井森","げんしょう,源生","つきだて,月館","ほそむら,細村","あさひな,朝夷","いのくち,猪口","おおねさわ,大根沢","かどま,門間","きらいほう,鬼雷砲","こばた,小端","しげきよ,重清","せんざき,仙崎","ちょうそかべ,長曽我部","とりこし,取越","のむた,呑田","ふごの,畚野","まんが,マンガ","やがい,谷貝",
"つるおか,鶴岡","おぎた,荻田","みやま,美山","しんま,新間","すなば,砂場","ほんぼう,本坊","ともちか,友近","かわおか,河岡","はなはら,花原","いよた,伊与田","げんじ,源氏","つきのき,槻木","ほそやま,細山","あさひな,朝日名","いのくま,猪久間","おおの,おおの","かどま,門磨","きり,キリ","こばた,小幡","しげさき,繁崎","せんざき,専崎","ちょうなばやし,蝶名林","とりこし,鳥越","のむら,埜村","ふさうち,房内","まんぎょう,万行","やがせ,矢ケ瀬",
"ふじま,藤間","おのざわ,小野沢","むろおか,室岡","しんみ,新見","すなやま,砂山","まいた,真板","ともやす,友安","かわきた,河喜多","はなもと,花本","いよべ,伊予部","げんま,玄間","つきみ,月見","ほどしま,程島","あさひふじ,旭富士","いのくら,井ノ蔵","おおの,大能","かどまつ,門松","きり,霧","こばた,小葉田","しげざき,重崎","せんざき,扇崎","ちょうの,長野","とりさか,鳥阪","のむら,埜邑","ふさえだ,房枝","まんざい,万歳","やがひ,屋嘉比",
"みなと,湊","かがわ,加川","もりや,森屋","すえかね,末包","すみ,住","まえしば,前芝","ともより,友寄","かわしろ,川城","はなもり,花森","いらこ,伊良子","こ,胡","つきもり,月森","ほなみ,穂波","あさひら,浅平","いのくら,猪倉","おおのうみ,大ノ海","かどみや,角宮","きりゅう,木立","こばたけ,小畑","しげざね,重実","せんざわ,泉沢","ちょうほうじ,長峰寺","とりさき,鳥崎","のむら,野邑","ふさがわ,房川","まんじゅてい,万寿亭","やがみ,谷上",
